Sno,Candidate_Ref,DOJ_Extended,Duration_to_accept_offer,Notice_Period,Offered_Band,Percent_hike_expected_in_CTC,Percent_hike_offered_in_CTC,Percent_difference_CTC,Joining_Bonus,Candidate_relocate_actual,Gender,Candidate_Source,Rex_in_Yrs,Location_ID,Postal_Code,Age,LOB_Id,Domicile_Id
2550,2309853,Yes,36,30,E2,24.62,24.62,0,No,No,Male,Direct,3,L002,600020,27,2,D23
2551,2309856,No,7,30,E1,35.9,35.9,0,No,No,Male,Direct,3,L004,560034,26,6,D2
2552,2309857,Yes,11,60,E2,33.33,71.46,28.6,No,No,Male,Employee Referral,4,L001,201301,28,2,D17
2554,2309892,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L002,600020,23,2,D9
2556,2309894,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,L002,600020,23,2,D10
2557,2309895,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,L002,600020,26,2,D1
2558,2309896,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L002,600020,23,2,D20
2560,2309914,Yes,27,30,E1,20,20,0,No,No,Male,Direct,4,L004,560034,26,6,D19
2561,2309985,Yes,6,30,E1,24.07,24.07,0,No,No,Female,Agency,4,L002,600020,31,8,D10
2562,2310382,No,2,30,E2,36.36,40.91,3.33,No,No,Male,Agency,6,L004,560034,31,1,D18
2563,2311432,Yes,68,60,E1,28.57,50,16.67,No,No,Male,Direct,3,L002,600020,26,1,D5
2564,2311760,Yes,109,90,E1,42.86,28.57,-10,No,No,Female,Direct,5,L002,600020,30,8,D2
2565,2312770,Yes,73,60,E1,57.89,27.37,-19.33,No,No,Male,Direct,6,L002,600020,28,1,D17
2566,2314265,No,1,30,E1,34.75,45.39,7.89,No,No,Male,Direct,2,L001,201301,26,5,D4
2567,2314523,No,1,30,E3,2.15,0,-2.11,No,No,Male,Direct,1,L002,600020,38,2,D21
2568,2318368,Yes,17,30,E1,44.44,24.44,-13.85,No,No,Male,Agency,4,L001,201301,33,1,D14
2569,2318388,Yes,1,30,E1,50,22,-18.67,No,No,Male,Agency,4,L001,201301,27,1,D7
2570,2322593,Yes,52,60,E3,10,10,0,No,No,Male,Agency,13,L004,560034,40,6,D21
2571,2322664,No,3,60,E2,37.5,37.5,0,No,No,Male,Direct,4,L002,600020,27,2,D11
2572,2322668,No,0,30,E2,-8.23,-8.23,0,No,No,Male,Direct,8,L001,201301,31,7,D16
2573,2322698,Yes,1,30,E1,52.78,33.33,-12.73,No,No,Male,Agency,3,L002,600020,27,1,D18
2574,2322706,Yes,19,60,E2,62.79,45.35,-10.71,No,No,Male,Direct,7,L002,600020,30,1,D6
2575,2322707,Yes,6,30,E3,0,0,0,No,No,Male,Direct,13,L004,560034,49,7,D11
2576,2322708,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L002,600020,23,2,D15
2580,2322712,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,L004,560034,23,2,D4
2582,2322714,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,23,2,D3
2583,2322715,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,L004,560034,23,2,D6
2585,2322717,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,23,2,D6
2586,2322718,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,23,2,D1
2588,2322720,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,22,2,D6
2589,2322721,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,23,2,D9
2590,2322722,No,5,30,E0,42.86,42.86,0,No,No,Male,Direct,0,L004,560034,23,2,D15
2591,2322723,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,23,2,D14
2592,2322724,No,5,30,E0,42.86,42.86,0,No,No,Female,Direct,0,L004,560034,24,2,D7
2596,2322742,Yes,63,60,E2,51.52,51.52,0,No,No,Female,Direct,6,L004,560034,31,4,D2
2597,2322764,No,1,30,E1,38.3,11.7,-19.23,No,No,Male,Agency,3,L001,201301,26,1,D24
2599,2322784,Yes,4,30,E1,38.3,11.7,-19.23,No,No,Female,Agency,3,L001,201301,26,1,D1
2600,2322835,No,6,30,E1,30,25,-3.85,No,No,Female,Agency,5,L002,600020,33,1,D18
2601,2322839,Yes,2,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,L004,560034,26,6,D17
2603,2322842,Yes,58,30,E1,78.44,78.44,0,No,No,Male,Direct,3,L004,560034,24,6,D12
2604,2322844,Yes,26,30,E1,19.05,19.05,0,No,No,Male,Direct,3,L001,201301,27,6,D15
2608,2322880,Yes,71,60,E2,67.74,44.52,-13.85,No,No,Male,Agency,8,L002,600020,32,1,D3
2609,2322889,No,65,60,E1,85.19,66.67,-10,No,No,Male,Agency,3,L002,600020,25,1,D16
2611,2322902,Yes,97,60,E1,97.37,73.68,-12,No,No,Male,Agency,4,L004,560034,30,1,D9
2612,2322906,Yes,1,30,E1,38.89,56.94,13,No,No,Male,Direct,8,L009,400001,31,4,D16
2613,2322908,No,0,30,E1,56.25,50,-4,No,No,Male,Agency,5,L002,600020,32,1,D5
2614,2322933,No,1,60,E1,66.67,50,-10,No,No,Male,Direct,3,L002,600020,26,1,D15
2616,2323037,Yes,2,30,E1,7.69,7.69,0,No,No,Female,Direct,4,L002,600020,26,4,D8
2618,2323061,No,2,30,E1,33.33,16.67,-12.5,No,No,Male,Agency,3,L002,600020,31,1,D1
2619,2323100,No,3,60,E1,33.33,52.22,14.17,No,No,Female,Agency,4,L001,201301,29,1,D19
2622,2323115,Yes,20,30,E2,42.86,42.86,0,No,No,Male,Direct,3,L004,560034,28,2,D6
2623,2323127,No,38,90,E1,20.37,20.37,0,No,No,Male,Agency,5,L004,560034,32,4,D24
2624,2323202,Yes,39,30,E2,21.14,21.14,0,No,No,Male,Direct,5,L001,201301,31,2,D16
2625,2323213,Yes,12,60,E1,45.63,28.16,-12,No,No,Male,Agency,4,L002,600020,27,1,D4
2626,2323216,No,4,90,E2,32.53,34.94,1.82,No,No,Male,Direct,7,L002,600020,30,8,D16
2627,2323276,Yes,10,30,E1,66.67,83.33,10,No,No,Male,Direct,4,L001,201301,30,2,D20
2630,2323320,No,0,60,E2,35.84,32.07,-2.78,No,No,Male,Direct,4,L001,201301,25,2,D15
2632,2323353,No,3,30,E1,67.79,67.79,0,No,No,Male,Direct,3,L001,201301,24,5,D14
2634,2323406,Yes,6,30,E1,79.49,58.97,-11.43,No,No,Male,Direct,3,L001,201301,26,5,D3
2635,2323420,Yes,1,60,E2,26.98,23.81,-2.5,No,No,Male,Direct,6,L001,201301,28,2,D7
2636,2323426,Yes,7,90,E1,9.09,-4.55,-12.5,No,No,Male,Agency,3,L001,201301,31,1,D3
2637,2325910,Yes,3,30,E2,15.38,17.95,2.22,No,No,Male,Agency,6,L002,600020,30,1,D24
2638,2325933,No,0,0,E1,11.11,-16.67,-25,No,No,Female,Direct,1,L001,201301,24,2,D15
2639,2326125,Yes,7,30,E1,22.22,22.22,0,No,No,Male,Direct,2,L002,600020,25,2,D3
2640,2326727,No,0,60,E1,22.22,16.67,-4.55,No,No,Female,Agency,3,L002,600020,28,1,D14
2641,2327989,Yes,31,30,E1,28.05,28.05,0,No,No,Female,Agency,3,L002,600020,25,1,D9
2642,2328076,No,2,30,E1,45.45,29.55,-10.94,No,No,Male,Direct,1,L004,560034,26,1,D21
2643,2328085,No,0,0,E2,-10.19,-10.19,0,Yes,No,Male,Direct,3,L004,560034,31,2,D1
2645,2328118,No,1,30,E2,46,46,0,No,No,Male,Direct,5,L001,201301,35,2,D22
2646,2328121,No,1,30,E3,36.36,36.36,0,No,No,Male,Direct,7,L001,201301,30,2,D11
2647,2328145,Yes,3,30,E2,25,18.33,-5.33,No,No,Male,Direct,7,L004,560034,31,7,D8
2649,2328172,No,3,30,E1,14.11,14.11,0,No,No,Female,Direct,2,L002,600020,24,2,D5
2650,2328181,No,3,60,E2,50,36.67,-8.89,No,No,Male,Direct,2,L009,400001,26,2,D16
2651,2328182,Yes,2,30,E2,8.11,8.11,0,No,No,Male,Direct,9,L001,201301,35,6,D10
2652,2328202,Yes,6,60,E2,50,100,33.33,No,No,Female,Direct,8,L004,560034,32,1,D19
2653,2328204,Yes,12,30,E1,25,25,0,No,No,Male,Direct,3,L002,600020,27,1,D17
2655,2328234,No,103,30,E1,42.86,30,-9,No,No,Male,Direct,8,L004,560034,34,1,D1
2656,2328236,Yes,74,60,E1,41.18,41.18,0,No,No,Female,Direct,3,L002,600020,25,1,D19
2657,2328251,No,7,60,E1,64.27,49.08,-9.25,No,No,Male,Direct,5,L002,600020,28,1,D11
2658,2328276,No,3,30,E3,34.45,34.45,0,No,No,Male,Direct,9,L002,600020,36,6,D16
2659,2328282,Yes,3,30,E1,43.27,43.27,0,No,No,Female,Direct,2,L004,560034,25,6,D13
2660,2328283,No,4,45,E1,53.06,42.86,-6.67,No,No,Male,Direct,3,L002,600020,25,1,D24
2661,2328289,No,6,60,E1,87.5,35.42,-27.78,No,No,Male,Direct,2,L002,600020,24,1,D8
2662,2328309,Yes,37,30,E3,30,30,0,No,No,Male,Agency,7,L005,500004,34,2,D12
2663,2328311,Yes,56,60,E2,31.25,28.13,-2.38,No,No,Male,Direct,6,L004,560034,33,7,D15
2664,2328315,No,2,60,E2,29.41,23.53,-4.55,No,No,Male,Direct,6,L002,600020,34,1,D12
2665,2328316,Yes,63,60,E3,29.41,35.29,4.55,No,No,Male,Agency,11,L004,560034,36,6,D7
2667,2328350,Yes,92,90,E2,18.75,18.75,0,No,No,Female,Employee Referral,7,L002,600020,32,6,D4
2669,2328418,Yes,35,30,E1,40.85,26.76,-10,No,No,Male,Direct,1,L002,600020,24,2,D3
2670,2328432,Yes,1,30,E1,39.16,39.16,0,No,No,Male,Direct,2,L001,201301,24,2,D20
2671,2328438,No,2,60,E1,33.33,16.67,-12.5,No,No,Female,Direct,3,L002,600020,24,1,D16
2672,2328445,Yes,28,30,E1,56.25,30.21,-16.67,No,No,Male,Direct,1,L002,600020,31,7,D9
2673,2328458,Yes,0,30,E1,17.86,7.14,-9.09,No,No,Female,Direct,1,L001,201301,24,2,D20
2674,2328460,No,1,30,E1,24,24,0,No,No,Male,Direct,1,L001,201301,24,2,D4
2675,2328468,Yes,9,30,E1,86.92,63.55,-12.5,No,No,Female,Direct,3,L002,600020,26,1,D20
2677,2328548,Yes,69,30,E2,34.72,34.72,0,No,No,Male,Direct,6,L001,201301,32,2,D1
2678,2328549,Yes,70,60,E2,30.91,35.84,3.76,No,No,Male,Direct,6,L002,600020,34,2,D13
2679,2328609,Yes,36,60,E1,60.71,29.46,-19.44,No,No,Male,Agency,3,L004,560034,27,6,D9
2680,2328635,No,1,30,E1,43.05,43.05,0,No,No,Male,Direct,2,L002,600020,27,2,D2
2681,2328686,Yes,28,90,E2,46.67,46.67,0,No,No,Male,Direct,7,L001,201301,31,8,D12
2682,2330428,No,0,30,E1,31.58,30,-1.2,No,No,Male,Direct,4,L002,600020,28,1,D8
2685,2340930,Yes,3,45,E2,42.86,42.86,0,No,No,Male,Direct,9,L005,500004,37,8,D11
2686,2340943,Yes,23,60,E3,30,15,-11.54,No,No,Male,Direct,6,L001,201301,33,2,D3
2687,2340950,Yes,25,30,E2,35.14,35.14,0,No,No,Male,Direct,8,L004,560034,31,4,D6
2688,2340999,Yes,11,30,E2,16.36,0,-14.06,No,No,Female,Agency,9,L004,560034,36,1,D3
2691,2341079,No,0,30,E3,23.08,23.08,0,No,No,Male,Direct,9,L004,560034,35,6,D15
2692,2341092,Yes,34,30,E1,25,25,0,No,No,Male,Agency,4,L001,201301,26,5,D9
2693,2341114,Yes,92,30,E1,57.89,31.32,-16.83,No,No,Male,Direct,4,L004,560034,31,1,D8
2694,2341169,No,2,60,E1,38.16,31.58,-4.76,No,No,Male,Direct,3,L002,600020,29,1,D7
2695,2341181,No,6,30,E1,45.77,45.77,0,No,No,Male,Agency,3,L002,600020,25,1,D12
2696,2341189,Yes,2,60,E1,84.05,84.05,0,No,No,Male,Direct,3,L001,201301,27,8,D15
2697,2341195,Yes,2,30,E1,87.19,87.19,0,No,No,Male,Employee Referral,2,L001,201301,25,2,D24
2698,2341196,Yes,19,30,E1,11.11,22.22,10,No,No,Male,Direct,3,L002,600020,26,2,D8
2699,2341197,No,40,30,E1,16.67,-23.33,-34.29,No,No,Male,Direct,3,L002,600020,28,2,D7
2700,2341198,No,2,30,E1,53.85,66.15,8,No,No,Female,Direct,1,L002,600020,25,2,D24
2702,2341226,No,1,30,E1,18.18,18.18,0,No,No,Male,Direct,4,L002,600020,31,6,D18
2703,2341246,No,0,60,E3,14.29,19.29,4.38,No,No,Male,Agency,9,L001,201301,39,2,D9
2704,2341250,Yes,49,60,E2,33.33,28,-4,No,No,Male,Direct,6,L004,560034,38,7,D22
2705,2341260,Yes,24,60,E3,33.33,33.33,0,No,No,Female,Agency,10,L001,201301,34,1,D17
2706,2341276,Yes,27,30,E2,36.36,127.27,66.67,No,No,Male,Agency,5,L001,201301,26,2,D12
2707,2341282,No,31,60,E2,33.33,33.33,0,No,No,Female,Agency,6,L001,201301,34,1,D11
2708,2341304,Yes,1,30,E1,25,25,0,No,No,Male,Direct,4,L002,600020,27,8,D20
2709,2341321,No,2,30,E1,8.7,-13.04,-20,No,No,Male,Direct,3,L009,400001,27,2,D8
2710,2341328,Yes,110,60,E1,66.67,54.76,-7.14,No,No,Male,Direct,3,L004,560034,32,4,D2
2711,2341343,Yes,5,60,E2,60,60,0,No,No,Male,Direct,9,L004,560034,33,1,D20
2714,2341375,No,1,60,E1,29.31,-3.45,-25.33,No,No,Male,Direct,4,L001,201301,30,1,D2
2715,2341377,No,44,60,E2,28.57,20,-6.67,No,No,Male,Agency,6,L001,201301,36,1,D7
2716,2341380,No,49,60,E1,51.16,51.16,0,No,No,Male,Direct,2,L002,600020,26,1,D20
2717,2341385,Yes,55,60,E2,22.73,15.45,-5.93,No,No,Male,Direct,7,L001,201301,38,5,D19
2720,2341463,No,2,30,E1,25,25,0,No,No,Male,Direct,4,L002,600020,28,6,D10
2721,2341532,No,2,45,E2,95.65,95.65,0,No,No,Male,Direct,4,L002,600020,37,2,D15
2722,2341540,No,34,30,E1,19.57,19.57,0,No,No,Male,Agency,3,L004,560034,30,4,D20
2724,2341573,No,45,45,E1,44.58,44.58,0,No,No,Male,Direct,3,L009,400001,27,4,D7
2726,2341594,Yes,29,30,E1,38.89,45.83,5,No,No,Male,Direct,3,L002,600020,26,1,D11
2727,2341609,No,0,90,E1,62.5,37.5,-15.38,No,No,Female,Direct,3,L002,600020,25,1,D11
2728,2341882,No,5,30,E2,33.33,47.22,10.42,No,No,Male,Agency,8,L004,560034,30,1,D13
2729,2344320,Yes,4,30,E1,52.78,45.83,-4.55,No,No,Male,Agency,3,L001,201301,26,1,D14
2731,2344393,No,4,30,E1,42.86,22.45,-14.29,No,No,Male,Direct,2,L004,560034,27,1,D6
2732,2344417,No,1,60,E1,62.5,62.5,0,No,No,Male,Direct,3,L004,560034,27,6,D3
2733,2344479,Yes,56,30,E2,15.79,15.79,0,No,No,Male,Direct,8,L004,560034,45,8,D18
2734,2344493,Yes,5,0,E2,16.67,16.67,0,Yes,No,Male,Employee Referral,7,L004,560034,32,1,D14
2735,2344496,Yes,15,30,E1,150,150,0,No,No,Male,Direct,2,L002,600020,26,1,D24
2736,2344500,No,33,30,E1,54.76,30.95,-15.38,No,No,Male,Agency,5,L002,600020,28,1,D24
2737,2344524,No,1,30,E2,16.67,16.67,0,No,No,Male,Direct,4,L005,500004,32,2,D14
2738,2344526,Yes,17,30,E1,42.86,21.43,-15,No,No,Male,Agency,3,L002,600020,28,1,D3
2739,2344555,No,22,30,E1,28.57,25,-2.78,No,No,Male,Agency,2,L002,600020,26,1,D14
2740,2344561,No,50,30,E1,35,43.75,6.48,No,No,Male,Agency,3,L002,600020,26,1,D14
2741,2344564,Yes,38,45,E2,44.93,44.93,0,No,No,Male,Agency,6,L001,201301,31,8,D4
2742,2344571,No,37,60,E1,75,62.5,-7.14,No,No,Male,Agency,4,L002,600020,25,1,D10
2743,2344591,Yes,126,30,E1,28.21,34.62,5,No,No,Male,Agency,3,L002,600020,30,1,D9
2744,2344626,No,0,90,E1,34.48,25.17,-6.92,No,No,Male,Direct,6,L002,600020,32,1,D15
2745,2344637,Yes,12,60,E2,16,20,3.45,No,No,Male,Direct,8,L002,600020,32,1,D9
2746,2344675,No,13,30,E2,29.73,29.73,0,No,No,Male,Direct,10,L004,560034,33,1,D6
2747,2344696,Yes,15,30,E2,15.38,15.38,0,No,No,Male,Direct,5,L001,201301,30,2,D12
2748,2344720,Yes,18,30,E1,63.64,63.64,0,No,No,Male,Direct,1,L002,600020,25,2,D21
2749,2344721,No,1,60,E1,53.85,41.54,-8,No,No,Male,Agency,6,L002,600020,31,5,D19
2751,2344760,Yes,69,90,E1,47.73,19.32,-19.23,No,No,Male,Agency,3,L002,600020,26,1,D8
2752,2344790,No,0,30,E1,28.57,25,-2.78,No,No,Male,Agency,3,L002,600020,30,1,D2
2753,2344801,Yes,2,30,E1,25,16.25,-7,No,No,Female,Direct,3,L002,600020,27,1,D16
2755,2344809,Yes,45,30,E1,38.89,18.06,-15,No,No,Male,Direct,4,L004,560034,28,4,D4
2756,2344843,No,1,90,E1,67.36,49.58,-10.63,No,No,Male,Agency,4,L003,122107,27,4,D8
2759,2344866,No,4,30,E1,87.5,87.5,0,No,No,Male,Agency,4,L003,122107,28,4,D3
2760,2344890,No,1,30,E2,64.46,60.7,-2.29,No,No,Male,Direct,5,L001,201301,33,2,D15
2763,2344948,No,1,30,E1,20.83,-10,-25.52,No,No,Male,Direct,1,L001,201301,30,2,D21
2766,2344972,No,129,30,E1,28,20,-6.25,No,No,Male,Direct,2,L001,201301,28,2,D11
2767,2345008,No,124,60,E1,26.23,26.23,0,No,No,Female,Direct,6,L001,201301,31,5,D6
2771,2345026,No,6,60,E1,128.57,100,-12.5,No,No,Male,Agency,4,L004,560034,27,4,D18
2772,2345033,No,1,90,E2,60,60,0,No,No,Male,Direct,6,L004,560034,31,1,D15
2774,2345141,Yes,48,60,E1,100,100,0,No,Yes,Male,Agency,4,L001,201301,29,3,D5
2775,2345154,Yes,96,90,E3,25,250,180,No,No,Male,Employee Referral,10,L001,201301,36,2,D18
2776,2345184,No,1,60,E2,44.44,38.89,-3.85,No,No,Male,Direct,6,L002,600020,31,2,D21
2778,2345246,Yes,1,30,E2,49.33,49.33,0,No,No,Female,Employee Referral,7,L009,400001,29,4,D16
2779,2345361,No,37,30,E3,36.29,36.29,0,No,No,Male,Direct,5,L002,600020,29,2,D13
2781,2347639,No,0,30,E2,36.36,27.27,-6.67,No,No,Male,Direct,4,L001,201301,31,2,D22
2782,2347665,No,1,30,E2,37.5,30,-5.45,No,No,Male,Direct,4,L001,201301,31,2,D19
2783,2347682,No,3,60,E1,53.85,45.05,-5.71,No,No,Female,Direct,4,L002,600020,28,1,D13
2784,2347707,Yes,26,30,E1,138.1,74.6,-26.67,No,No,Male,Direct,1,L002,600020,24,7,D18
2785,2347709,No,14,30,E2,32.35,32.35,0,No,No,Female,Direct,5,L002,600020,29,1,D10
2786,2347714,No,53,60,E3,35,30,-3.7,No,No,Female,Employee Referral,7,L001,201301,31,2,D2
2787,2347794,No,1,60,E1,38.89,-6.44,-32.64,No,No,Male,Direct,3,L004,560034,27,2,D14
2789,2347817,No,15,30,E1,14.75,-12.57,-23.81,No,No,Male,Agency,4,L002,600020,29,1,D9
2790,2347820,No,0,90,E2,27.27,18.18,-7.14,No,No,Male,Direct,6,L001,201301,29,7,D22
2791,2347823,Yes,18,60,E1,29.64,29.64,0,No,No,Male,Agency,5,L002,600020,28,1,D12
2792,2347830,No,4,30,E2,30.77,22.47,-6.34,No,No,Male,Direct,6,L001,201301,32,2,D2
2795,2347861,Yes,18,30,E2,37.25,82.35,32.86,No,No,Male,Agency,6,L005,500004,36,1,D4
2798,2347883,Yes,32,30,E1,39.29,39.29,0,No,No,Male,Direct,2,L002,600020,25,1,D24
2799,2347905,No,31,60,E2,42.86,42.86,0,No,No,Male,Direct,4,L002,600020,27,2,D12
2801,2347925,Yes,84,90,E1,66.67,36.36,-18.18,No,No,Male,Direct,3,L004,560034,27,4,D9
2802,2347926,Yes,27,90,E1,86.05,62.79,-12.5,No,No,Male,Employee Referral,5,L002,600020,28,1,D5
2803,2347958,No,6,0,E1,79.17,56.25,-12.79,No,No,Male,Direct,2,L004,560034,24,1,D8
2805,2347971,Yes,3,45,E1,70.73,28.05,-25,No,No,Male,Direct,3,L002,600020,25,1,D6
2806,2347978,No,1,30,E1,50,21.88,-18.75,No,No,Male,Direct,2,L002,600020,24,1,D5
2807,2347983,Yes,54,60,E2,50.94,41.51,-6.25,No,No,Female,Direct,6,L002,600020,29,1,D13
2808,2347985,No,5,90,E2,15.38,11.54,-3.33,No,No,Male,Agency,8,L004,560034,31,1,D14
2810,2348009,Yes,57,45,E1,52.17,34.78,-11.43,No,No,Male,Agency,4,L004,560034,27,4,D6
2811,2348023,Yes,54,60,E1,18.18,18.18,0,No,No,Female,Direct,3,L001,201301,29,7,D9
2812,2348036,No,21,30,E1,10,10,0,No,No,Male,Agency,3,L004,560034,27,4,D4
2813,2348060,No,2,30,E1,50,62.5,8.33,No,No,Male,Direct,4,L009,400001,32,2,D11
2814,2348066,No,0,30,E1,38.89,33.33,-4,No,No,Male,Agency,3,L004,560034,28,4,D2
2815,2348070,No,40,60,E1,59.31,17.65,-26.15,No,No,Male,Agency,3,L004,560034,27,4,D10
2816,2348085,Yes,15,30,E1,30,20,-7.69,No,No,Male,Agency,4,L004,560034,30,4,D10
2817,2348090,Yes,85,60,E3,50,25,-16.67,No,No,Male,Agency,9,L001,201301,33,6,D2
2818,2348093,No,37,30,E1,30.43,19.57,-8.33,No,No,Male,Direct,3,L004,560034,25,4,D14
2819,2348102,Yes,16,30,E1,38.89,33.33,-4,No,No,Male,Agency,4,L004,560034,31,4,D5
2820,2348103,No,37,30,E2,36.78,36.78,0,No,Yes,Male,Direct,2,L001,201301,25,2,D16
2821,2348104,No,37,30,E1,113.18,113.18,0,No,No,Male,Agency,5,L004,560034,30,4,D13
2823,2348139,Yes,55,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,4,L004,560034,28,4,D17
2824,2348170,No,7,30,E1,73.91,69.57,-2.5,No,No,Male,Agency,2,L002,600020,28,1,D2
2825,2348181,No,3,60,E2,42.86,42.86,0,No,No,Male,Agency,5,L002,600020,27,2,D6
2826,2348198,Yes,31,30,E1,37.93,34.48,-2.5,No,No,Male,Agency,2,L002,600020,25,1,D12
2828,2348209,No,1,30,E2,42.86,33.41,-6.61,No,No,Male,Direct,5,L001,201301,30,2,D19
2829,2348305,Yes,13,90,E2,35.14,21.62,-10,No,No,Male,Direct,7,L004,560034,35,4,D5
2830,2348410,No,1,60,E1,87.5,79.17,-4.44,No,No,Male,Direct,1,L004,560034,24,5,D13
2831,2348443,No,12,30,E1,50,62.5,8.33,No,No,Female,Direct,5,L002,600020,30,1,D24
2832,2348599,Yes,41,90,E2,29.94,29.94,0,No,No,Male,Direct,7,L002,600020,33,6,D24
2833,2349422,No,1,60,E2,50,50,0,No,No,Male,Direct,6,L001,201301,28,2,D4
2834,2349443,Yes,1,60,E2,50,110,40,No,No,Male,Direct,7,L003,122107,31,2,D18
2835,2349485,Yes,21,60,E2,40,40,0,No,No,Male,Direct,12,L004,560034,32,2,D24
2837,2350880,Yes,43,60,E1,50.94,37.74,-8.75,No,No,Male,Agency,6,L004,560034,33,4,D10
2838,2351269,No,31,30,E2,48.1,28.35,-13.33,No,No,Male,Agency,8,L004,560034,39,4,D13
2839,2351414,No,4,30,E2,43.2,25.3,-12.5,No,No,Male,Agency,8,L004,560034,32,4,D14
2840,2351522,No,29,30,E1,34.15,21.95,-9.09,No,No,Male,Direct,6,L004,560034,31,4,D2
2841,2351527,No,81,90,E2,39.1,25.96,-9.45,No,No,Male,Direct,8,L004,560034,33,4,D19
2842,2351533,Yes,8,30,E1,23.6,23.6,0,No,No,Male,Agency,3,L001,201301,31,3,D23
2843,2351549,No,9,30,E2,38.89,28.89,-7.2,No,No,Male,Direct,8,L004,560034,37,4,D8
2844,2351587,No,4,30,E2,28.76,18.03,-8.33,No,No,Male,Agency,7,L004,560034,33,4,D18
2846,2351651,Yes,26,30,E2,70.45,59.09,-6.67,No,No,Male,Agency,4,L002,600020,30,8,D10
2848,2351713,Yes,19,30,E1,0,-18.75,-18.75,No,No,Male,Agency,4,L004,560034,30,4,D14
2849,2351722,Yes,59,60,E1,60.38,34.91,-15.88,No,No,Male,Agency,3,L003,122107,29,4,D11
2850,2351755,No,35,60,E2,108.33,74.64,-16.17,No,No,Male,Agency,2,L001,201301,26,2,D16
2852,2351781,Yes,65,45,E1,54.49,43.26,-7.27,No,No,Male,Agency,3,L003,122107,28,4,D16
2853,2351783,Yes,86,60,E1,46,21,-17.12,No,No,Male,Agency,3,L003,122107,29,4,D10
2855,2351805,Yes,72,60,E2,57.14,41.43,-10,No,No,Male,Agency,6,L004,560034,30,4,D18
2856,2351823,Yes,25,30,E1,57.14,37.14,-12.73,No,No,Male,Agency,3,L004,560034,27,4,D3
2858,2351837,No,41,30,E1,47.06,41.18,-4,No,No,Male,Agency,3,L004,560034,32,4,D16
2859,2351842,Yes,26,30,E1,92.31,84.62,-4,No,No,Male,Agency,3,L004,560034,27,4,D16
2861,2351858,No,4,60,E2,44.44,22.22,-15.38,No,No,Male,Direct,8,L002,600020,35,2,D8
2862,2351875,No,5,60,E2,33.33,26.67,-5,No,No,Female,Agency,7,L004,560034,30,4,D1
2863,2351880,No,3,30,E1,71.05,73.68,1.54,No,No,Male,Agency,4,L002,600020,29,1,D23
2864,2351887,No,4,30,E1,37.5,37.5,0,No,No,Male,Direct,3,L004,560034,27,6,D11
2865,2351892,Yes,27,30,E1,71.88,50,-12.73,No,No,Male,Agency,4,L004,560034,29,4,D22
2866,2351895,Yes,68,60,E1,87.67,47.45,-21.43,No,No,Male,Agency,3,L003,122107,29,4,D17
2867,2351897,Yes,21,60,E3,25,162.5,110,No,No,Male,Employee Referral,6,L001,201301,34,2,D3
2868,2351902,No,4,30,E1,38.89,38.89,0,No,No,Male,Direct,3,L004,560034,26,6,D22
2869,2351912,No,10,90,E2,30.72,17.65,-10,No,No,Male,Direct,8,L002,600020,33,4,D23
2870,2351922,No,8,30,E1,40,40,0,No,No,Male,Agency,3,L002,600020,26,1,D23
2871,2351930,Yes,37,30,E1,20.69,13.79,-5.71,No,No,Male,Employee Referral,4,L002,600020,27,1,D14
2873,2351957,Yes,13,60,E2,25.39,22.26,-2.5,No,No,Male,Agency,6,L004,560034,29,4,D5
2874,2351967,Yes,77,45,E2,82.53,30.38,-28.57,No,No,Male,Agency,9,L004,560034,33,4,D15
2875,2351969,No,3,30,E2,40,28.57,-8.16,No,No,Male,Direct,3,L005,500004,27,2,D22
2876,2351970,Yes,7,30,E2,41.67,33.33,-5.88,No,No,Male,Agency,7,L005,500004,30,8,D16
2877,2351976,No,6,30,E2,30.95,30.95,0,No,No,Male,Direct,4,L001,201301,28,2,D8
2878,2351989,No,116,30,E1,58.73,41.09,-11.11,No,No,Male,Agency,5,L004,560034,30,4,D6
2880,2352009,Yes,17,30,E1,32.2,32.2,0,No,No,Male,Direct,3,L004,560034,24,2,D11
2881,2352030,No,0,30,E2,11.76,-1.18,-11.58,No,No,Male,Direct,3,L002,600020,30,2,D21
2882,2352035,No,33,60,E1,75,-12.5,-50,No,No,Male,Direct,1,L004,560034,25,1,D23
